satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
0.38,0.79,4,266,9,1,0,0,technical,high
0.5,0.74,5,108,4,0,0,0,product_mng,medium
0.18,0.64,6,115,3,0,0,0,marketing,low
0.55,0.85,6,126,6,0,0,0,marketing,medium
0.48,0.37,4,305,7,0,0,0,RandD,low
0.07,0.69,7,185,4,0,0,0,product_mng,medium
0.48,0.92,3,223,8,0,0,0,management,medium
0.68,0.77,5,273,6,0,0,1,technical,high
0.19,0.81,3,211,2,0,0,0,sales,low
0.55,0.54,6,275,8,1,0,0,hr,low
0.73,0.64,7,276,10,0,1,0,RandD,low
0.43,0.56,5,273,4,0,1,0,management,low
0.5,0.4,5,161,5,0,1,0,hr,low
0.14,0.38,2,285,10,0,0,0,management,high
0.54,0.65,6,209,4,0,0,0,hr,medium
0.42,0.36,6,186,5,0,1,0,technical,low
0.6,0.79,6,306,10,0,0,0,product_mng,high
0.6,0.9,6,305,2,0,0,0,support,medium
0.45,0.5,6,226,9,0,0,0,support,medium
0.42,0.36,7,185,9,0,0,0,product_mng,medium
0.27,0.41,3,271,10,0,0,0,product_mng,medium
0.38,0.82,2,273,3,1,1,0,finance,low
0.69,0.55,2,268,10,0,0,0,support,medium
0.39,0.37,4,184,6,1,0,0,management,low
0.7,0.96,4,224,2,0,0,0,management,low
0.68,0.77,6,96,2,0,0,0,marketing,low
0.23,0.66,2,289,6,1,0,0,finance,low
0.35,0.78,4,251,4,0,0,0,finance,medium
0.23,0.36,5,250,2,0,0,0,sales,low
0.63,0.84,4,152,5,0,0,0,support,medium
0.4,0.36,2,167,4,0,0,0,hr,low
0.41,0.5,3,248,7,0,0,0,RandD,low
0.54,0.64,4,306,7,1,0,0,hr,low
0.82,0.76,3,236,6,0,1,0,product_mng,low
0.8,0.58,2,227,8,0,0,0,RandD,medium
0.35,0.98,3,165,9,0,0,0,RandD,low
0.71,0.56,3,222,5,0,0,0,IT,low
0.58,0.61,3,284,5,0,0,0,product_mng,medium
0.55,0.36,4,258,2,1,0,0,marketing,low
0.86,0.61,6,215,5,0,0,0,hr,low
0.17,0.82,7,108,9,0,0,0,product_mng,medium
0.31,0.46,2,295,5,0,0,0,RandD,medium
0.68,0.87,2,310,10,0,0,0,marketing,high
0.31,0.89,4,258,8,0,1,0,sales,low
0.49,0.45,7,172,5,0,0,0,IT,medium
0.26,0.76,2,153,8,0,0,0,finance,medium
0.31,0.63,5,309,7,0,0,0,technical,low
0.53,0.36,2,285,8,0,0,0,support,low
0.56,0.59,3,137,3,1,1,0,marketing,low
0.29,0.78,5,252,6,0,0,0,marketing,medium
0.55,0.66,6,229,10,0,0,0,support,low
0.35,0.55,4,111,4,0,1,0,sales,low
0.55,0.53,6,154,6,1,0,0,sales,low
0.41,0.53,5,118,5,0,0,0,support,medium
0.47,0.61,4,262,4,0,1,0,technical,medium
0.38,0.84,2,135,5,0,0,0,management,medium
0.13,0.46,5,127,4,0,1,0,marketing,medium
0.33,0.37,3,310,10,0,1,0,sales,medium
0.46,0.36,7,98,8,0,0,0,product_mng,medium
0.36,0.51,7,296,2,0,0,0,finance,high
0.79,0.38,7,101,9,0,0,0,hr,medium
0.57,0.85,3,227,8,0,1,0,management,low
0.45,0.56,6,243,2,0,0,0,hr,medium
0.46,0.52,6,196,4,0,0,0,management,low
0.09,0.76,7,228,10,0,0,0,hr,medium
0.47,0.96,7,265,8,0,0,0,marketing,low
0.54,0.84,5,237,4,1,0,0,marketing,medium
0.26,0.49,7,98,4,0,0,0,technical,low
0.26,0.41,6,114,2,0,0,0,marketing,low
0.16,0.73,5,189,6,0,0,0,marketing,medium
0.2,0.84,2,161,10,0,0,0,hr,low
0.94,0.82,3,289,3,0,0,0,sales,medium
0.58,0.64,7,238,9,0,0,0,management,medium
0.47,0.42,3,295,5,0,0,0,sales,low
0.48,0.61,5,253,4,0,1,0,RandD,low
0.78,0.49,6,272,4,1,0,0,IT,medium
0.64,0.73,2,150,9,0,0,0,technical,low
0.09,0.36,7,280,2,0,0,1,management,low
0.22,0.5,3,310,9,0,0,0,product_mng,low
0.5,0.54,6,190,2,0,0,0,RandD,low
0.43,0.61,5,128,5,0,0,0,finance,low
0.42,0.4,5,163,9,0,0,0,support,medium
0.15,0.43,4,198,2,0,0,0,management,high
0.34,0.54,6,233,10,0,0,0,finance,low
0.54,0.48,6,96,5,0,0,0,IT,low
0.26,0.85,4,249,5,0,0,0,RandD,medium
0.13,0.88,5,262,7,1,1,0,RandD,medium
0.59,0.46,7,192,3,0,0,0,marketing,low
0.12,0.61,6,274,5,0,0,0,product_mng,medium
0.57,0.36,5,251,3,1,1,0,RandD,low
0.38,0.87,7,154,10,0,0,0,product_mng,medium
0.37,0.91,6,189,2,0,0,0,product_mng,high
0.56,0.4,2,156,10,0,1,0,management,low
0.31,0.87,3,104,7,1,0,0,RandD,low
0.66,0.6,6,137,8,0,0,0,RandD,medium
0.26,0.56,4,193,6,0,0,0,finance,medium
0.48,0.76,4,211,5,0,0,0,sales,medium
0.26,0.72,2,205,6,0,0,0,hr,high
0.45,0.77,3,293,10,0,0,0,IT,low
0.52,0.45,7,242,6,0,1,0,IT,low
0.47,0.58,7,125,9,1,1,0,technical,medium
0.16,0.77,5,178,5,0,0,0,IT,medium
0.6,0.85,2,298,6,0,0,0,technical,low
0.62,0.59,3,305,8,0,0,0,product_mng,low
0.51,0.56,3,158,2,0,0,0,hr,medium
0.25,0.47,4,176,9,1,1,0,IT,medium
0.34,0.82,5,169,2,0,0,0,finance,low
0.54,0.51,3,303,2,0,0,0,technical,low
0.3,0.54,2,102,6,0,0,0,support,low
0.47,0.82,6,255,9,0,0,0,support,low
0.12,0.36,2,212,6,0,0,0,support,medium
0.38,0.36,4,199,8,1,0,0,support,low
0.66,0.7,2,232,9,0,0,0,sales,low
0.13,0.49,5,178,2,0,0,0,hr,low
0.17,0.66,6,277,8,0,0,0,finance,low
0.25,0.82,3,215,6,0,0,0,support,low
0.09,0.56,5,288,2,0,0,0,marketing,high
0.19,0.36,2,207,9,0,0,0,IT,medium
0.43,0.65,4,98,5,0,0,0,hr,low
0.15,0.43,2,303,7,0,0,0,sales,medium
0.3,0.47,3,117,5,0,1,0,support,medium
0.54,0.74,2,164,7,1,0,0,marketing,medium
0.15,0.67,5,166,5,0,0,0,support,low
0.48,0.47,6,218,7,0,1,0,IT,medium
0.65,0.7,5,257,7,0,0,0,support,low
0.38,0.54,2,200,8,0,1,0,marketing,low
0.49,0.66,3,302,8,0,0,0,support,low
0.12,0.82,4,141,9,0,0,0,technical,medium
0.17,0.77,6,194,9,0,1,0,IT,high
0.6,0.69,3,271,5,0,1,0,hr,medium
0.12,0.45,2,205,2,0,0,0,hr,low
0.34,0.82,5,199,3,1,0,0,technical,medium
0.27,0.66,2,244,10,0,0,0,product_mng,low
0.51,0.61,7,264,5,0,0,0,sales,high
0.44,0.44,2,174,6,0,1,0,product_mng,medium
0.69,0.82,4,189,8,0,0,0,marketing,medium
0.71,0.78,2,237,4,0,1,0,product_mng,low
0.31,0.75,7,125,3,0,0,0,finance,medium
0.26,0.36,6,246,4,0,0,0,marketing,medium
0.27,0.74,3,99,2,0,0,0,finance,medium
0.12,0.81,3,186,8,1,0,0,management,medium
0.69,0.56,4,119,8,0,0,0,sales,high
0.42,0.93,4,173,7,0,1,0,marketing,medium
0.73,0.36,5,295,5,0,0,0,sales,medium
0.24,0.49,7,227,7,0,0,0,marketing,low
0.08,0.58,6,255,7,0,0,0,RandD,low
0.16,0.44,4,264,8,0,0,0,technical,low
0.35,0.36,4,235,8,0,1,0,finance,medium
0.36,0.51,2,301,8,1,0,0,IT,medium
0.59,0.76,7,100,2,0,0,0,marketing,high
0.85,0.63,7,250,8,0,0,0,IT,low
0.33,0.72,4,208,10,1,0,0,product_mng,low
0.21,0.42,7,195,7,1,0,0,support,low
0.28,0.52,3,234,2,0,0,0,hr,high
0.71,0.37,7,296,5,0,0,0,hr,medium
0.52,0.37,4,221,3,0,1,0,support,medium
0.26,0.36,4,287,3,0,0,0,sales,low
0.19,0.96,2,205,4,0,0,0,support,low
0.39,0.51,7,112,8,0,1,0,hr,medium
0.52,0.76,4,102,2,1,1,0,management,medium
0.4,0.71,7,263,9,0,0,0,technical,low
0.18,0.65,6,231,10,0,0,0,marketing,low
0.35,0.59,7,121,7,0,1,0,sales,medium
0.07,0.88,4,162,2,0,0,0,hr,medium
0.35,0.52,6,181,10,0,0,0,management,medium
0.19,0.8,4,241,5,0,0,0,marketing,medium
0.28,0.81,3,168,10,0,0,0,technical,low
0.24,0.76,7,273,8,0,0,0,technical,medium
0.54,0.6,7,188,5,0,0,0,support,medium
0.72,0.63,6,215,3,0,1,0,technical,low
0.33,0.44,6,192,2,1,0,0,management,low
0.33,0.67,3,140,7,0,1,0,management,medium
0.71,0.62,2,102,8,0,0,0,finance,medium
0.43,0.54,2,192,9,0,0,0,marketing,medium
0.33,0.59,3,164,10,0,0,0,finance,medium
0.7,0.85,7,260,5,1,1,0,RandD,low
0.09,0.66,4,169,2,0,0,0,support,medium
0.27,0.72,4,207,4,0,0,1,product_mng,low
0.23,0.84,7,103,5,0,0,0,RandD,medium
0.56,0.52,5,96,4,0,0,0,product_mng,medium
0.67,0.81,3,218,10,0,0,0,technical,low
0.69,0.36,7,135,3,0,0,0,IT,medium
0.19,0.56,3,240,9,0,1,0,IT,medium
0.62,0.62,7,301,3,0,0,0,management,low
0.23,0.9,5,125,8,1,0,0,finance,low
0.36,0.74,6,116,4,0,0,0,product_mng,low
0.54,0.51,2,149,5,1,0,0,management,low
0.51,0.64,3,180,10,0,0,0,IT,low
0.17,0.9,3,168,9,0,0,0,finance,high
0.29,0.56,5,307,3,0,0,0,sales,medium
0.25,0.36,2,235,9,0,0,0,IT,low
0.22,0.69,5,189,10,0,0,0,product_mng,medium
0.47,0.67,5,161,6,1,1,0,IT,low
0.11,0.58,3,291,6,0,0,0,marketing,medium
0.26,0.71,4,191,7,0,0,0,IT,low
0.37,0.69,6,226,7,0,0,0,technical,low
0.19,0.56,3,190,10,0,1,0,management,medium
0.39,0.69,3,124,9,1,0,0,marketing,low
0.64,0.41,2,207,7,0,0,0,sales,low
0.24,0.36,7,173,3,0,0,0,IT,low
0.37,0.42,7,191,9,0,1,0,marketing,low
0.57,0.43,6,236,2,0,0,0,finance,medium
0.15,0.38,7,241,4,0,0,0,hr,medium
0.46,0.74,2,245,4,1,1,0,product_mng,low
0.4,0.71,2,158,2,0,0,0,hr,medium
0.26,0.86,3,298,6,0,0,0,product_mng,low
0.36,0.52,7,159,7,1,0,0,technical,low
0.54,0.64,6,126,10,0,1,0,RandD,medium
0.26,0.54,6,205,3,0,0,0,product_mng,medium
0.55,0.78,5,151,5,0,0,0,management,medium
0.14,0.72,3,247,2,0,0,0,sales,low
0.28,0.47,6,100,7,0,0,0,IT,low
0.57,0.7,7,103,8,0,0,0,finance,medium
0.13,0.94,4,300,6,0,0,0,marketing,low
0.35,0.77,3,267,8,0,0,0,management,low
0.42,0.74,6,109,4,0,1,0,RandD,low
0.35,0.64,5,169,4,1,0,0,support,medium
0.7,0.67,2,246,8,0,0,0,RandD,medium
0.33,0.64,5,236,10,0,0,0,hr,low
0.66,0.7,6,98,7,0,1,0,RandD,low
0.46,0.94,7,105,2,0,0,0,marketing,medium
0.23,0.65,7,198,9,0,1,0,management,medium
0.44,0.63,2,249,10,0,0,0,marketing,medium
0.29,0.74,5,282,3,0,0,0,finance,medium
0.57,0.57,2,123,8,0,0,0,technical,high
0.65,0.93,5,269,7,0,0,0,hr,low
0.63,0.64,7,265,3,1,0,0,sales,low
0.56,0.85,6,180,4,0,0,0,management,medium
0.29,0.36,4,204,8,0,0,0,management,low
0.41,0.51,2,234,6,0,1,0,IT,low
0.18,0.39,3,115,9,0,0,0,RandD,low
0.79,0.55,7,119,10,1,1,0,marketing,low
0.31,0.47,7,117,10,0,0,0,support,low
0.57,0.65,3,232,8,0,0,0,product_mng,medium
0.1,0.9,4,195,9,1,0,0,IT,medium
0.4,0.64,4,148,3,0,0,0,marketing,medium
0.11,0.57,3,145,7,0,0,0,product_mng,medium
0.73,0.88,5,245,2,1,0,0,hr,medium
0.32,0.72,2,126,4,0,0,0,support,medium
0.52,0.48,2,196,7,0,0,0,marketing,low
0.48,0.36,2,243,3,0,0,0,IT,low
0.15,0.39,6,272,6,0,0,0,product_mng,medium
0.29,0.68,5,308,7,0,1,0,support,low
0.34,0.89,3,156,7,0,0,0,management,low
0.06,0.78,7,275,3,0,1,0,technical,low
0.5,0.63,6,104,3,0,0,0,support,medium
0.08,0.66,5,132,2,0,0,0,IT,high
0.56,0.69,4,132,10,1,1,0,hr,low
0.47,0.68,7,284,9,0,0,0,RandD,low
0.65,0.68,4,233,5,1,0,0,RandD,medium
0.05,0.89,6,152,8,0,0,1,technical,medium
0.77,0.86,2,169,6,0,0,0,technical,low
0.04,0.95,3,288,9,0,0,0,hr,low
0.51,0.61,3,171,6,1,0,0,technical,low
0.1,0.36,4,201,8,0,0,0,technical,medium
0.32,0.79,5,287,6,0,0,0,finance,low
0.1,0.65,4,217,2,0,0,0,sales,low
0.25,0.7,3,116,2,1,0,1,technical,medium
0.48,0.82,3,279,2,0,1,0,product_mng,low
0.48,0.51,5,152,2,0,1,0,finance,high
0.29,0.68,6,255,2,0,0,0,sales,high
0.65,0.76,4,174,6,0,0,0,technical,medium
0.12,0.81,6,307,8,0,0,0,hr,medium
0.11,0.53,3,257,7,0,0,0,finance,medium
0.11,0.66,2,230,9,0,1,0,finance,medium
0.35,0.79,3,210,4,0,0,0,technical,high
0.08,0.91,5,199,4,0,0,0,sales,medium
0.39,0.99,7,213,8,0,0,0,IT,high
0.43,0.84,4,187,7,0,1,0,management,low
0.3,0.73,6,98,6,0,0,0,support,medium
0.11,0.64,3,297,3,0,0,0,finance,medium
0.57,0.36,7,274,9,0,1,0,RandD,high
0.42,0.36,3,215,6,0,0,0,finance,medium
0.34,0.96,3,309,3,0,0,0,marketing,low
0.25,0.64,4,217,10,0,0,0,management,medium
0.46,0.73,7,204,4,0,0,0,hr,medium
0.77,0.67,2,215,2,0,0,0,technical,low
0.24,0.41,4,115,4,0,0,0,marketing,low
0.21,0.86,4,241,9,0,1,0,IT,low
0.16,0.77,5,191,5,0,1,0,product_mng,low
0.41,0.61,4,163,9,1,0,0,hr,medium
0.54,0.36,3,256,4,0,0,0,marketing,low
0.16,0.36,2,289,6,1,1,0,marketing,low
0.38,0.58,6,239,2,0,0,0,support,low
0.35,0.5,4,277,5,0,0,0,RandD,low
0.41,0.36,6,215,8,0,1,0,RandD,medium
0.45,0.46,5,295,3,0,0,0,product_mng,medium
0.3,0.72,2,260,9,0,0,0,management,low
0.14,0.36,5,148,2,0,1,0,marketing,medium
0.15,0.61,6,102,10,0,0,0,product_mng,medium
0.23,0.37,2,112,6,0,0,0,marketing,medium
0.51,0.74,2,138,4,1,0,0,technical,medium
0.17,0.63,4,223,5,0,0,0,IT,low
0.41,0.6,4,301,6,0,0,0,IT,low
0.41,0.78,3,103,7,0,0,0,technical,medium
0.86,0.36,4,242,5,0,0,0,marketing,low
0.66,0.92,4,123,10,0,0,0,sales,medium
0.51,0.76,7,236,6,0,0,0,RandD,low
0.29,0.5,4,132,7,0,0,0,support,low
0.31,0.61,5,162,6,0,0,0,marketing,high
0.44,0.51,6,168,7,0,1,0,support,low
0.16,0.92,6,271,2,0,0,0,support,low
0.35,0.6,6,265,9,0,0,0,product_mng,low
0.66,0.74,6,237,4,0,0,0,RandD,low
0.08,0.37,7,234,7,0,1,0,technical,medium
0.18,0.53,2,301,9,0,1,0,support,medium
0.76,0.73,3,309,6,1,0,0,IT,low
0.54,0.36,3,121,5,0,1,0,management,low
0.54,0.71,5,154,10,0,0,0,RandD,low
0.51,0.4,6,222,5,0,0,0,RandD,medium
0.17,0.48,3,255,6,1,0,0,support,medium
0.5,0.5,3,207,4,0,0,0,RandD,medium
0.23,0.47,7,131,5,0,0,0,IT,low
0.51,0.71,5,210,2,1,0,0,marketing,medium
0.27,0.42,6,250,10,1,1,0,product_mng,low
0.77,0.74,4,235,2,0,1,0,technical,medium
0.12,0.63,2,221,9,0,1,0,product_mng,low
0.18,0.85,6,259,6,1,0,0,management,medium
0.57,0.65,7,308,6,0,1,0,management,medium
0.34,0.69,7,150,9,0,0,0,management,medium
0.44,0.36,5,221,9,0,0,0,sales,medium
0.53,0.45,2,98,2,0,0,0,finance,low
0.41,0.86,2,190,10,0,0,0,marketing,medium
0.23,0.63,3,220,6,1,1,0,product_mng,low
0.27,0.36,3,114,9,1,0,0,technical,medium
0.17,0.36,4,241,2,1,0,0,finance,medium
0.57,0.67,2,173,10,0,1,0,management,low
0.6,0.82,5,146,3,0,0,0,technical,low
0.17,0.55,7,259,2,0,0,0,IT,low
0.33,0.67,3,153,8,0,0,0,product_mng,medium
0.72,0.79,4,186,10,0,0,0,management,medium
0.41,0.44,5,163,9,0,0,0,sales,medium
0.61,0.73,3,224,8,0,0,0,technical,low
0.27,0.86,4,269,4,0,1,0,finance,low
0.5,0.87,6,307,7,0,0,0,management,medium
0.5,0.46,2,291,8,1,1,0,sales,low
0.77,0.45,4,160,4,0,0,0,RandD,low
0.12,0.46,3,242,5,0,0,0,product_mng,low
0.87,0.67,2,138,7,1,0,0,finance,medium
0.69,0.73,7,118,8,0,0,0,IT,high
0.41,0.45,4,128,7,1,1,0,sales,medium
0.55,0.62,5,240,7,0,0,0,technical,low
0.32,0.82,4,282,7,0,0,0,technical,high
0.57,0.77,5,128,5,0,0,0,sales,medium
0.19,0.46,5,298,2,0,1,0,finance,low
0.44,0.88,4,261,9,0,0,1,sales,medium
0.44,0.6,5,134,7,0,0,0,sales,low
0.64,0.36,7,203,5,0,1,0,hr,medium
0.29,0.62,4,294,3,0,0,0,hr,low
0.17,0.9,7,116,2,0,0,0,sales,medium
0.73,0.82,4,120,7,1,1,1,marketing,medium
0.49,0.65,6,221,4,0,0,0,IT,low
0.35,0.54,6,103,7,1,0,0,management,medium
0.39,0.73,6,253,5,0,1,0,IT,low
0.68,0.76,2,295,9,1,0,0,support,low
0.31,0.36,3,115,4,0,1,0,technical,low
0.38,0.6,5,258,2,0,0,0,IT,medium
0.38,0.53,2,162,10,0,0,0,sales,low
0.44,0.61,5,304,7,0,0,0,product_mng,high
0.45,0.58,4,120,3,0,0,0,hr,medium
0.77,0.67,3,268,6,0,1,0,technical,medium
0.58,0.96,4,142,9,1,0,0,RandD,medium
0.26,0.7,2,163,4,0,0,0,marketing,medium
0.21,0.72,2,171,4,0,0,0,IT,low
0.19,0.36,5,227,4,0,0,1,technical,low
0.57,0.76,4,285,2,0,0,0,finance,medium
0.41,0.74,7,213,4,0,0,0,support,low
0.31,0.44,6,110,10,0,0,0,RandD,low
0.63,0.76,6,229,5,0,0,0,hr,medium
0.66,0.83,3,192,4,1,0,0,support,medium
0.06,0.6,2,102,3,0,0,0,technical,low
0.19,0.36,6,98,10,0,0,0,RandD,high
0.47,0.65,5,205,7,1,0,0,RandD,low
0.32,0.75,3,258,3,1,0,0,finance,medium
0.29,0.75,6,242,8,1,0,0,hr,low
0.34,0.4,7,164,2,0,0,0,management,low
0.58,0.36,4,275,3,0,0,0,support,high
0.63,0.65,6,237,6,0,1,0,management,low
0.34,0.53,5,100,8,0,0,0,sales,medium
0.5,0.47,6,157,3,0,0,0,technical,medium
0.35,0.6,3,266,3,0,1,0,RandD,low
0.23,0.44,6,102,9,0,0,0,hr,low
0.46,0.96,2,199,3,0,0,0,technical,medium
0.17,0.71,5,268,2,0,0,0,marketing,low
0.51,0.54,7,260,2,0,0,0,finance,medium
0.64,0.36,2,220,8,1,1,0,sales,medium
0.22,0.36,4,255,5,1,1,0,RandD,low
0.42,0.66,2,137,9,0,0,0,sales,high
0.55,0.36,4,228,9,1,0,0,product_mng,medium
0.62,0.69,2,105,4,0,1,0,marketing,medium
0.58,0.58,7,139,2,0,0,0,finance,low
0.7,0.83,3,233,3,0,0,0,finance,low
0.32,0.6,3,113,8,0,1,0,marketing,low
0.38,0.71,3,179,8,0,0,0,support,medium
0.14,0.77,4,158,8,0,1,0,marketing,medium
0.27,0.8,6,170,5,0,0,0,RandD,low
0.59,0.67,7,138,9,0,0,0,technical,low
0.3,0.38,4,296,10,0,1,0,RandD,medium
0.68,0.86,3,186,8,1,0,0,hr,medium
0.56,0.36,7,149,6,0,0,0,hr,low
0.91,0.74,7,283,8,0,0,0,RandD,low
0.29,0.61,5,301,8,1,0,0,product_mng,medium
0.59,0.36,3,234,4,0,0,0,sales,low
0.55,0.61,2,261,5,0,0,0,management,low
0.37,0.72,2,277,4,0,0,0,support,low
0.26,0.64,7,280,9,0,0,0,marketing,low
0.4,0.55,2,300,5,0,0,0,sales,high
0.16,0.86,3,169,3,1,0,0,marketing,low
0.48,0.92,6,174,6,1,1,0,technical,medium
0.43,0.73,7,223,5,0,0,0,product_mng,low
0.47,0.68,2,231,3,0,0,0,support,medium
0.37,0.45,7,119,10,0,1,0,marketing,low
0.31,0.76,5,128,7,0,0,0,sales,low
0.36,0.72,7,174,5,0,0,0,management,medium
0.16,0.5,7,270,7,0,1,0,management,medium
0.55,0.52,3,266,2,0,0,0,sales,low
0.34,0.9,7,136,8,0,1,0,sales,low
0.57,0.56,4,298,5,0,0,0,hr,low
0.31,0.36,4,167,6,0,0,0,hr,low
0.4,0.39,4,177,5,0,0,0,hr,medium
0.2,0.78,4,101,6,0,0,0,finance,low
0.79,0.38,3,237,7,0,0,0,product_mng,low
0.69,0.54,2,245,8,0,1,0,IT,high
0.52,0.39,3,288,9,0,1,1,hr,low
0.66,0.4,5,213,10,0,0,0,finance,low
0.49,0.49,5,200,3,1,0,0,sales,medium
0.31,0.58,4,175,4,0,1,0,finance,low
0.34,0.4,3,241,8,0,0,0,management,low
0.36,0.42,7,117,8,0,0,0,finance,low
0.27,0.89,4,220,2,1,0,0,sales,low
0.26,0.68,5,192,9,0,0,0,sales,medium
0.59,0.36,2,177,9,0,0,0,support,low
0.27,0.84,3,247,8,0,1,0,hr,low
0.22,0.7,7,143,3,0,0,0,RandD,low
0.34,0.52,7,218,4,0,0,0,management,low
0.82,0.58,4,135,3,0,0,0,hr,low
0.28,0.6,4,270,4,0,0,0,technical,medium
0.74,0.57,7,190,7,0,1,0,hr,medium
0.07,0.36,2,229,8,0,0,0,finance,medium
0.11,0.63,7,219,3,1,0,0,technical,low
0.78,0.38,3,215,9,0,0,0,IT,medium
0.57,0.65,6,112,4,0,0,0,hr,medium
0.82,0.87,6,129,4,0,0,0,IT,low
0.66,0.85,6,206,9,0,1,0,finance,low
0.5,0.81,4,196,2,0,0,0,product_mng,medium
0.27,0.44,4,276,5,0,0,0,product_mng,low
0.77,0.41,3,179,10,0,0,0,IT,low
0.51,0.84,3,163,6,0,0,0,support,high
0.29,0.82,3,119,3,0,0,0,product_mng,medium
0.25,0.47,6,234,6,0,0,0,IT,high
0.13,0.64,5,266,5,0,0,0,RandD,medium
0.64,0.37,2,245,2,0,0,0,marketing,low
0.13,0.72,7,144,8,0,1,1,management,medium
0.79,0.8,2,206,4,1,1,0,management,low
0.6,0.81,6,186,5,0,0,0,support,high
0.66,0.69,5,211,10,0,1,0,RandD,low
0.48,0.36,4,151,2,0,0,0,RandD,low
0.11,0.36,6,124,8,0,0,0,marketing,medium
0.42,0.36,7,106,10,0,0,0,IT,high
0.23,0.42,2,190,6,0,0,0,support,medium
0.43,0.65,5,161,5,0,0,0,RandD,high
0.04,0.73,4,159,2,0,0,0,hr,low
0.13,0.71,3,175,2,0,0,0,sales,medium
0.1,0.74,2,305,8,0,0,0,sales,medium
0.59,0.37,5,235,5,0,0,0,technical,low
0.53,0.36,7,155,7,0,0,0,technical,low
0.79,0.86,2,172,5,1,0,0,product_mng,low
0.43,0.58,6,285,10,0,0,0,sales,medium
0.34,0.67,6,177,10,0,0,0,finance,medium
0.25,0.36,4,228,2,1,0,0,product_mng,low
0.33,0.6,6,132,10,0,1,0,support,medium
0.23,0.68,7,98,4,0,0,1,hr,medium
0.11,0.75,3,288,10,0,0,0,product_mng,low
0.55,0.36,5,194,5,0,1,0,support,medium
0.31,0.68,6,231,6,0,0,0,hr,low
0.75,0.59,2,231,3,0,0,0,IT,medium
0.53,0.66,4,131,6,1,1,0,technical,medium
0.17,0.66,5,106,6,0,1,0,management,low
0.52,0.71,7,233,3,0,0,1,management,medium
0.63,0.91,4,112,5,0,0,0,sales,medium
0.72,0.62,6,131,6,1,0,0,marketing,medium
0.46,0.42,3,136,7,0,1,0,RandD,low
0.56,0.4,2,125,6,0,0,0,hr,medium
0.34,0.4,3,172,10,0,0,0,sales,high
0.2,0.89,6,169,9,0,0,0,RandD,medium
0.6,0.86,6,268,4,0,0,0,IT,medium
0.39,0.99,5,199,8,1,0,0,management,medium
0.77,0.95,2,98,10,0,0,0,product_mng,medium
0.79,0.36,6,191,7,0,0,0,IT,low
0.07,0.67,6,241,8,0,0,0,management,medium
0.48,0.73,3,195,7,0,0,0,sales,low
0.23,0.46,3,259,8,1,0,0,sales,low
0.2,0.6,7,114,2,1,0,0,technical,high
0.26,0.42,3,259,4,0,1,0,technical,low
0.19,0.65,7,227,7,0,0,0,sales,low
0.25,0.96,2,164,8,0,0,0,product_mng,medium
0.26,0.83,2,140,4,0,0,0,finance,low
0.88,0.61,3,269,4,0,1,0,sales,low
0.75,0.68,4,294,7,0,0,0,IT,medium
0.56,0.82,7,103,3,0,0,0,support,high
0.46,0.47,3,162,7,0,0,0,technical,low
0.3,0.62,2,154,4,0,0,0,support,low
0.7,0.69,2,147,5,0,0,1,marketing,medium
0.44,0.46,4,191,4,0,0,0,sales,low
0.4,0.61,7,259,4,0,1,0,sales,low
0.49,0.49,2,153,3,0,0,0,marketing,low
0.68,0.59,4,183,7,0,0,0,product_mng,medium
0.37,0.57,6,115,6,0,0,0,technical,low
0.17,0.38,4,298,7,0,0,0,sales,high
0.05,0.5,3,134,3,0,0,0,sales,low
0.17,0.88,2,225,7,0,1,0,support,low
0.49,0.77,5,142,9,0,0,0,finance,low
0.24,0.63,6,160,3,0,1,0,management,medium
0.51,0.87,3,269,8,0,0,0,IT,low
0.57,0.36,5,166,7,0,0,0,support,low
0.5,0.4,7,109,4,0,0,0,technical,medium
0.16,0.75,6,290,6,0,0,0,hr,low
0.23,0.76,2,303,10,0,0,0,hr,low
0.78,0.58,6,283,4,0,0,0,finance,low
0.75,0.71,2,151,9,0,0,0,marketing,low
0.76,0.44,4,272,10,0,0,0,IT,low
0.61,0.74,5,281,2,0,0,0,RandD,low
0.72,0.89,7,239,9,1,1,0,IT,low
0.13,0.78,5,161,6,0,0,0,marketing,low
0.23,0.59,5,244,2,0,1,0,marketing,medium
0.49,0.61,3,143,3,0,0,0,management,high
0.2,0.43,4,105,4,1,0,0,management,medium
0.38,0.68,7,296,9,0,0,0,finance,low
0.27,0.36,6,173,7,0,0,0,support,medium
0.71,0.65,3,111,3,0,1,0,technical,medium
0.36,0.75,3,124,3,0,1,0,technical,medium
0.27,0.55,5,287,3,0,0,0,finance,low
0.78,0.58,3,178,9,0,0,0,product_mng,high
0.2,0.72,3,181,8,0,0,0,hr,medium
0.39,0.69,5,283,6,0,0,0,technical,low
0.64,0.59,5,240,3,0,1,0,RandD,medium
0.17,0.81,7,261,7,0,0,0,RandD,low
0.37,0.36,2,232,2,1,0,0,IT,medium
0.15,0.71,6,287,9,0,0,0,finance,medium
0.52,0.67,3,273,4,0,0,0,product_mng,medium
0.61,0.36,3,189,3,0,0,0,management,low
0.27,0.61,7,148,8,0,0,0,sales,low
0.35,0.52,6,153,5,0,0,0,IT,low
0.6,0.7,2,211,5,0,0,0,support,low
